번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
1442,관광숙박업,03_11_01_P,4820000,CDFI2260032018000008,2018-07-18,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 상사면 흘산리 759 인아트리움,"전라남도 순천시 상사면 상사호길 419, 인아트리움",57919,로얄맨션호텔,2023-11-01 17:23,U,2023-11-03 2:40,,240358.2894,161147.0513,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,0,,,,,,,,,,,,881.68,,,,,,,,,,,,,882,호스텔업
1443,관광숙박업,03_11_01_P,4890000,CDFI2260032014000001,2014-05-28,,1,영업/정상,13,영업중,,,,,061-852-2600,,546-804,전라남도 보성군 보성읍 봉산리 1212-10번지,전라남도 보성군 보성읍 녹차로 777,59448,보성녹차리조트,2020-02-10 17:52,U,2020-02-12 2:40,,207651.8677,135617.4851,관광숙박업,,근린상업지역,2,기타,,,콘도미니엄,2,0,33,3344,,,,,,,,,,3344,,,,,,,,,500000000,,,,3344,휴양콘도미니엄업
1444,관광숙박업,03_11_01_P,4800000,CDFI2260032004000001,2004-01-06,,1,영업/정상,13,영업중,,,,,061-285-0100,,,전라남도 목포시 상동 1144-7,전라남도 목포시 평화로 79 (상동),58747,(주)샹그리아비치호텔,2024-04-16 9:07,U,2024-04-18 2:40,,148075.6472,144424.0597,관광숙박업,,일반상업지역,9,유흥업소밀집지역,,,숙박시설,8,1,71,5972,SHANGRIA BEACH HOTEL,TOURISM HOTEL,,,,,,,,815.27,,,,,,,,,7165000000,,,,815,관광호텔업
1445,관광숙박업,03_11_01_P,4800000,CDFI2260032010000001,2010-12-03,,1,영업/정상,13,영업중,,,,,061-247-8877,,,전라남도 목포시 대안동 12-1,전라남도 목포시 호남로64번길 28 (대안동),58723,목포가족관광호텔,2024-01-03 8:58,U,2024-01-06 2:40,,143609.7318,143890.1827,관광숙박업,,일반상업지역,7,기타,,,숙박시설,6,1,35,3103,,,,,,,,,,452.27,,,,,,,,,3300000000,,,,452,가족호텔업
1446,관광숙박업,03_11_01_P,4800000,CDFI2260032013000001,2013-08-12,,1,영업/정상,13,영업중,,,,,061-285-3000,,530-390,전라남도 목포시 상동 1145,전라남도 목포시 평화로 65-9 (상동),58748,유토피아가족호텔,2024-02-20 17:36,U,2024-02-22 2:40,,147942.2302,144412.4821,관광숙박업,,일반상업지역,6,,,재난배상책임보험(DB손해보험),숙박시설,6,0,38,1595,,,0,0,,0,0,,0,334.84,,0,,,,,,,1000000000,,,,335,가족호텔업
1447,관광숙박업,03_11_01_P,4800000,CDFI2260032014000001,2014-02-07,,1,영업/정상,13,영업중,,,,,061-288-7000,,530-500,전라남도 목포시 상동 1145-12,전라남도 목포시 평화로 69 (상동),58748,(주)폰타나비치관광호텔,2023-07-05 15:53,U,2023-07-07 2:40,,147973.4619,144364.3016,관광숙박업,,일반상업지역,11,유흥업소밀집지역,,,호텔,10,1,67,6453,FONTANA BEACH HOTEL BENIKEA,TOURIST HOTEL,,,,,,,,810.26,,,,,,,,,800000000,,,,810,관광호텔업
1448,관광숙박업,03_11_01_P,4800000,CDFI2260032016000001,2016-05-02,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 동명동 4-22번지,전라남도 목포시 해안로279번길 10 (동명동),58752,JJBRO 호스텔,2018-02-23 17:17,I,2018-08-31 23:59,,144148.1151,143541.4675,관광숙박업,,일반상업지역,2,기타,,,단독주택,2,0,7,372,,,,,,,,,,242.37,,,,,,,,,500000000,,,,242,호스텔업
1449,관광숙박업,03_11_01_P,4800000,CDFI2260032016000002,2016-09-06,,1,영업/정상,13,영업중,,,,,612843434,,,전라남도 목포시 옥암동 1012-1번지,전라남도 목포시 옥암로54번길 35 (옥암동),58685,이코노미호스텔,2018-02-23 17:18,I,2018-08-31 23:59,,147970.4756,145423.5003,관광숙박업,,상업지역,5,,,,,5,1,12,,,,,,,,,,,1209.84,,,,,,,,,200000000,,,,1210,호스텔업
1450,관광숙박업,03_11_01_P,4890000,CDFI2260032015000001,2015-06-04,,1,영업/정상,13,영업중,,,,,061-858-9800,,546-906,전라남도 보성군 벌교읍 회정리 784번지,전라남도 보성군 벌교읍 신정길 4-41,59426,벌교소형관광호텔,2020-02-10 17:53,U,2020-02-12 2:40,,232185.4286,149402.3311,관광숙박업,,자연녹지지역,4,기타,,,호텔,4,1,28,1550,,,,,,,,,,1550.24,,,,,,,,,,,,,1550,호스텔업
1451,관광숙박업,03_11_01_P,4800000,CDFI2260031987000001,1987-08-03,,1,영업/정상,13,영업중,,,,,061-243-3399,,530-010,전라남도 목포시 죽교동 440-4,전라남도 목포시 해안로 2 (죽교동),58629,신안비치호텔,2023-07-03 9:28,U,2023-07-05 2:40,,142147.5218,143166.9971,관광숙박업,,자연녹지지역,10,기타,,,호텔,9,1,123,17969,,,,,,,,,,4793.44,,,,,,,,,10000000000,,,,4793,관광호텔업
1452,관광숙박업,03_11_01_P,4820000,CDFI2260032015000001,2015-06-30,,1,영업/정상,13,영업중,,,,,,,540-968,전라남도 순천시 조례동 1587-4,전라남도 순천시 백강로 234 (조례동),57968,에코그라드 관광호텔,2021-10-21 9:52,U,2021-10-23 2:40,,247594.7758,161803.004,관광숙박업,,일반상업지역,18,학교정화(상대),,,호텔,18,3,0,0,,,0,0,,0,0,,0,22759.67,,0,,,,,,,0,,,,22760,관광호텔업
1453,관광숙박업,03_11_01_P,4880000,CDFI2260032005000001,2005-11-23,,1,영업/정상,13,영업중,,,,,061-832-0100,,,전라남도 고흥군 도화면 발포리 89-1,전라남도 고흥군 도화면 천마로 2736-29,59528,빅토리아호텔,2023-08-17 14:31,U,2023-08-19 2:40,,232370.4696,110354.8167,관광숙박업,관광사업,,5,,,,숙박시설,5,0,55,0,,,0,0,,0,0,,0,4169.87,,0,,,,,,,300000000,,,,4170,가족호텔업
1454,관광숙박업,03_11_01_P,4990000,CDFI2260032016000001,2016-12-26,,1,영업/정상,13,영업중,,,,,061553 1000,,,전라남도 완도군 완도읍 망석리 산 234번지,전라남도 완도군 완도읍 청해진서로 189-50,59111,완도원네스리조트,2016-12-26 16:10,I,2018-08-31 23:59,,175943.3254,89321.67093,관광숙박업,,,,,,,,7,2,,,,,,,,,,,,1452.41,,,,,,,,,140000000,,,,1452,가족호텔업
1455,관광숙박업,03_11_01_P,4820000,CDFI2260032016000009,2016-09-22,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대대동 575-5,전라남도 순천시 순천만길 560 (대대동),58027,무진 펜션,2024-02-16 15:08,U,2024-02-18 2:40,,246480.0105,154793.5907,관광숙박업,,주거지역,1,주택가주변,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,556.91,,0,,,,,,,20000000,,,,557,호스텔업
1456,관광숙박업,03_11_01_P,4820000,CDFI2260032016000011,2016-11-04,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 영동 88,전라남도 순천시 향교길 34 (영동),57941,유럽도자기박물관 호스텔,2021-05-07 10:27,U,2021-05-09 2:40,,243907.9945,161838.8638,관광숙박업,,준주거지역,3,주택가주변,,,숙박시설,2,1,,,,,,,,,,,,160.74,,,,,,,,,300000000,,,,161,호스텔업
1457,관광숙박업,03_11_01_P,4820000,CDFI2260032016000012,2016-11-04,,1,영업/정상,13,영업중,,,,,061 741 5233,,,전라남도 순천시 대대동 429번지,"전라남도 순천시 순천만길 496 (대대동, 들마루)",58027,들마루,2019-07-23 16:13,U,2019-07-25 2:40,,246316.2189,154432.4475,관광숙박업,,일반주거지역,3,주택가주변,,,숙박시설,3,,,,,,,,,,,,,526.26,,,,,,,,,0,,,,526,호스텔업
1458,관광숙박업,03_11_01_P,4820000,CDFI2260032016000013,2016-11-04,,1,영업/정상,13,영업중,,,,,061 725 3355,,,전라남도 순천시 해룡면 상내리 790-4,전라남도 순천시 해룡면 와온길 92-2,58025,순천만 에코비치 캐슬,2023-03-20 13:41,U,2023-03-22 2:40,,247806.6118,150659.8241,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,,,,,,,,,,,,,1358.39,,,,,,,,,,,,,1358,호스텔업
1459,관광숙박업,03_11_01_P,4820000,CDFI2260032016000016,2016-12-21,,1,영업/정상,13,영업중,,,,,061 741 0727,,,전라남도 순천시 대대동 439-7번지,"전라남도 순천시 순천만길 656 (대대동, 순천만갈대밭식당)",58027,순천만 갈대밭,2019-07-23 15:34,U,2019-07-25 2:40,,246430.1655,154471.6045,관광숙박업,,주거지역,2,주택가주변,,,숙박시설,2,0,,,,,,,,,,,,231.87,,,,,,,,,20000000,,,,232,호스텔업
1460,관광숙박업,03_11_01_P,4820000,CDFI2260032017000001,2017-03-13,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 오천동 980-5번지,전라남도 순천시 오천3길 48 (오천동),57999,달잠 게스트하우스,2019-07-22 17:52,U,2019-07-24 2:40,,245203.2424,159292.556,관광숙박업,,일반주거지역,3,주택가주변,,,숙박시설,3,0,,,,,,,,,,,,327.19,,,,,,,,,300000000,,,,327,호스텔업
1461,관광숙박업,03_11_01_P,4820000,CDFI2260032017000003,2017-05-31,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대룡동 124-4,전라남도 순천시 동너리길 170 (대룡동),58027,더베이호텔앤풀빌라,2020-12-29 9:21,U,2020-12-31 2:40,,246036.3838,156527.7057,관광숙박업,,자연녹지지역,3,주택가주변,,,숙박시설,3,0,,,,,,,,,,,,1178.77,,,,,,,,,2300000000,,,,1179,호스텔업
1462,관광숙박업,03_11_01_P,4820000,CDFI2260032017000004,2017-07-06,,1,영업/정상,13,영업중,,,,,061 741 8200,,,전라남도 순천시 대대동 437번지,전라남도 순천시 순천만길 486 (대대동),58027,가나호스텔,2019-07-29 16:38,U,2019-07-31 2:40,,246386.6624,154487.8264,관광숙박업,,일반주거지역,2,주택가주변,,,숙박시설,2,,,,,,,,,,,,,193.14,,,,,,,,,30000000,,,,193,호스텔업
1463,관광숙박업,03_11_01_P,4820000,CDFI2260032015000003,2015-11-04,,1,영업/정상,13,영업중,,,,,617509000,,,전라남도 순천시 주암면 문길리,전라남도 순천시 주암면 송광사길 99 (파인힐스골프장),57911,파인힐스 관광호텔,2019-10-01 18:44,U,2019-10-03 2:40,,225139.2905,171029.4349,관광숙박업,,관리지역,5,기타,,,숙박시설,5,,,,,,,,,,,,,3715.4,,,,,,,,,10243000000,,,,3715,관광호텔업
1464,관광숙박업,03_11_01_P,4820000,CDFI2260032016000001,2016-01-29,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대대동 88-15번지,전라남도 순천시 순천만길 338 (대대동),58027,순천만스파빌 호스텔,2019-07-23 16:12,U,2019-07-25 2:40,,246039.9155,155820.219,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,3,,,,,,,,,,,,,535.92,,,,,,,,,500000000,,,,536,호스텔업
1465,관광숙박업,03_11_01_P,4820000,CDFI2260032016000002,2016-04-01,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 덕암동 277-24번지,전라남도 순천시 덕암삼거리길 38 (덕암동),57965,그꽃길,2019-07-23 14:42,U,2019-07-25 2:40,,246056.9969,161031.706,관광숙박업,,주거지역,2,주택가주변,,,숙박시설,2,,,,,,,,,,,,,136.14,,,,,,,,,,,,,136,호스텔업
1466,관광숙박업,03_11_01_P,4820000,CDFI2260032016000003,2016-05-27,,1,영업/정상,13,영업중,,,,,061-745-8925,,,전라남도 순천시 조곡동 153-16번지,전라남도 순천시 역전2길 4 (조곡동),57964,바구니 호스텔,2019-07-18 9:21,U,2019-07-20 2:40,,245448.4936,160947.8647,관광숙박업,,일반상업지역,3,기타,,,숙박시설,3,1,,,,,,,,,,,,661.03,,,,,,,,,,,,,661,호스텔업
1467,관광숙박업,03_11_01_P,4820000,CDFI2260032016000006,2016-07-15,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대대동 458-1번지,"전라남도 순천시 순천만길 480 (대대동, 순천만여행스케치펜션)",58027,순천만여행스케치,2019-07-24 10:15,U,2019-07-26 2:40,,246394.9409,154568.3636,관광숙박업,,주거지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,269.16,,,,,,,,,,,,,269,호스텔업
1468,관광숙박업,03_11_01_P,4820000,CDFI2260032016000008,2016-08-17,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 대대동 40-8번지,전라남도 순천시 순천만길 572 (대대동),58027,순천만 어린왕자,2019-07-22 17:48,U,2019-07-24 2:40,,246493.531,154923.1327,관광숙박업,,일반주거지역,2,주택가주변,,,숙박시설,2,,,,,,,,,,,,,284.58,,,,,,,,,3000000,,,,285,호스텔업
1469,관광숙박업,03_11_01_P,4820000,CDFI2260032016000014,2016-11-16,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 오천동 989-4,전라남도 순천시 오천2길 3-13 (오천동),57995,순천 청수호스텔,2022-10-17 9:40,U,2022-10-19 2:40,,245290.7259,159188.5394,관광숙박업,,주거지역,3,기타,,,숙박시설,2,0,,,,,,,,,,,,148.61,,,,,,,,,300000000,,,,149,호스텔업
1470,관광숙박업,03_11_01_P,4820000,CDFI2260032016000015,2016-11-16,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 오천동 970-6,"전라남도 순천시 오천5길 17, 2층 (오천동)",57995,패밀리 하우스,2024-01-11 11:42,U,2024-01-13 2:40,,245229.5724,159504.0923,관광숙박업,,일반주거지역,3,기타,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,177.89,,0,,,,,,,400000000,,,,178,호스텔업
1471,관광숙박업,03_11_01_P,4820000,CDFI2260032017000005,2017-07-28,,1,영업/정상,13,영업중,,,,,617441570,,,전라남도 순천시 조곡동 157-22,전라남도 순천시 역전광장1길 6 (조곡동),57962,호텔아이엠,2023-02-11 14:33,U,2023-02-13 2:40,,245620.1108,160847.3619,관광숙박업,,일반상업지역,6,기타,,,숙박시설,6,0,,,,,,,,,,,,965.67,,,,,,,,,2200000000,,,,966,소형호텔업
1472,관광숙박업,03_11_01_P,4820000,CDFI2260032017000006,2017-07-28,,1,영업/정상,13,영업중,,,,,061 752 1800,,,전라남도 순천시 가곡동 423-5번지,전라남도 순천시 중앙로 301-1 (가곡동),57923,아뜰리에,2020-02-03 15:02,U,2020-02-05 2:40,,243961.8149,163825.1771,관광숙박업,,일반상업지역,6,학교정화(상대),,,숙박시설,6,0,,,,,,,,,,,,1324.57,,,,,,,,,100000000,,,,1325,호스텔업
1473,관광숙박업,03_11_01_P,4820000,CDFI2260032017000007,2017-08-01,,1,영업/정상,13,영업중,,,,,061 755 2777,,,전라남도 순천시 주암면 광천리 499,전라남도 순천시 주암면 주암호길 27,57910,오롯하다 키즈풀빌라 순천,2022-06-02 10:57,U,2022-06-04 2:40,,221390.3144,175001.3809,관광숙박업,,준주거지역,2,기타,,,숙박시설,2,0,,,,,,,,,,,,329.95,,,,,,,,,760000000,,,,330,호스텔업
1474,관광숙박업,03_11_01_P,4820000,CDFI2260032017000008,2017-11-30,,1,영업/정상,13,영업중,,,,,,,,"전라남도 순천시 조곡동 159-1번지 광주은행남순천지점, 청기와집",전라남도 순천시 팔마로 126 (조곡동),57962,아트앤스테이,2019-12-18 10:51,U,2019-12-20 2:40,,245767.1956,160794.9052,관광숙박업,,상업지역,6,기타,,재난배상책임보험,숙박시설,5,1,,,,,,,,,,,,468.31,,,,,,,,,330000000,,,,468,호스텔업
1475,관광숙박업,03_11_01_P,4820000,CDFI2260032017000009,2017-11-30,,1,영업/정상,13,영업중,,,,,061 744 6893,,,전라남도 순천시 대룡동 126-6번지,전라남도 순천시 동너리길 118 (대룡동),58027,순천만 뜰,2019-12-26 10:51,U,2019-12-28 2:40,,245959.1053,156299.311,관광숙박업,,자연녹지지역,3,주택가주변,,재난배상책임보험,숙박시설,3,0,,,,,,,,,,,,997.5,,,,,,,,,,,,,998,호스텔업
1476,관광숙박업,03_11_01_P,4820000,CDFI2260032018000001,2018-03-06,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 석현동 593-11,전라남도 순천시 조비1길 15-5 (석현동),57922,머물인 어우림,2024-03-20 9:32,U,2024-03-22 2:40,,242379.4177,164388.0772,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,3,1,0,0,,,0,0,,0,0,,0,547.88,,0,,,,,,,1000000000,,,,548,호스텔업
1477,관광숙박업,03_11_01_P,4800000,CDFI2260032018000001,2018-01-25,,1,영업/정상,13,영업중,,,,,061 242 2200,,,전라남도 목포시 축복동2가 4-5번지,전라남도 목포시 수강로4번길 33 (축복동2가),58752,호텔몬다비,2019-01-17 14:34,U,2019-01-19 2:40,,143932.535,143409.4623,관광숙박업,,상업지역,8,기타,,,호텔,8,0,87,3720,,,,,,,,,,464.98,,,,,,,,,5510000000,,,,465,관광호텔업
1478,관광숙박업,03_11_01_P,4820000,CDFI2260032014000010,2014-10-16,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 1461-1,전라남도 순천시 순천만길 726-16 (대대동),58027,놀러와1,2024-03-20 9:37,U,2024-03-22 2:40,,245896.319,154472.4478,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,363.68,,0,,,,,,,0,,,,364,호스텔업
1479,관광숙박업,03_11_01_P,4820000,CDFI2260032014000011,2014-10-16,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 1461-2,전라남도 순천시 순천만길 726-15 (대대동),540-290,순천만쉼표,2023-12-18 13:30,U,2023-12-20 2:40,,245883.2782,154455.3495,관광숙박업,,자연녹지지역,3,기타,,재난배상책임보험,숙박시설,3,0,0,0,,,0,0,,0,0,,0,363.68,,0,,,,,,,0,,,,364,호스텔업
1480,관광숙박업,03_11_01_P,4820000,CDFI2260032014000012,2014-10-16,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 1461-3번지,전라남도 순천시 순천만길 726-9 (대대동),540-290,순천만쉼표2,2019-12-27 15:43,U,2019-12-29 2:40,,245851.5379,154446.2803,관광숙박업,,자연녹지지역,3,기타,,재난배상책임보험,숙박시설,3,,,,,,,,,,,,,368.64,,,,,,,,,,,,,369,호스텔업
1481,관광숙박업,03_11_01_P,4820000,CDFI2260032014000013,2014-10-16,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 1461-4,전라남도 순천시 순천만길 726-7 (대대동),58027,놀러와5,2024-03-20 9:37,U,2024-03-22 2:40,,245857.8701,154435.6341,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,368.64,,0,,,,,,,0,,,,369,호스텔업
1482,관광숙박업,03_11_01_P,4820000,CDFI2260032014000014,2014-11-28,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 38-25번지,전라남도 순천시 순천만길 584 (대대동),58027,순천만포시즌호스텔,2019-07-24 9:57,U,2019-07-26 2:40,,246511.0937,155046.3534,관광숙박업,,일반주거지역,2,기타,,,숙박시설,2,,,,,,,,,,,,,223.13,,,,,,,,,,,,,223,호스텔업
1483,관광숙박업,03_11_01_P,4820000,CDFI2260032012000002,2012-09-24,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 연향동 1692-2 2통,전라남도 순천시 팔마2길 13 (연향동),58002,베네치아관광호텔,2020-08-04 9:07,U,2020-08-06 2:40,,247330.2926,159541.8095,관광숙박업,,일반상업지역,9,,,,숙박시설,9,1,,,,,,,,,,,,4793,,,,,,,,,,,,,4793,관광호텔업
1484,관광숙박업,03_11_01_P,4820000,CDFI2260032014000001,2014-04-29,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 607,전라남도 순천시 순천만길 426 (대대동),58027,스테이 순천(Stay suncheon),2024-05-14 10:14,U,2024-05-16 2:40,,246478.6298,155082.3071,관광숙박업,,주거지역,2,기타,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,357.87,,0,,,,,,,0,,,,358,호스텔업
1485,관광숙박업,03_11_01_P,4820000,CDFI2260032014000002,2014-05-23,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 38-2,전라남도 순천시 순천만길 586 (대대동),58027,순천만 갈대숲 호스텔,2023-11-17 13:04,U,2023-11-19 2:40,,246513.1111,155064.3294,관광숙박업,,일반주거지역,2,주택가주변,,,숙박시설,2,0,0,0,,,0,0,,0,0,,0,209.61,,0,,,,,,,0,,,,210,호스텔업
1486,관광숙박업,03_11_01_P,4820000,CDFI2260032014000003,2014-06-27,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 595-4번지,전라남도 순천시 대대2길 46-9 (대대동),58027,행복한하루,2018-02-26 9:50,I,2018-08-31 23:59,,246454.7386,154929.673,관광숙박업,,일반주거지역,2,주택가주변,,,숙박시설,2,,,,,,,,,,,,,242.08,,,,,,,,,,,,,242,호스텔업
1487,관광숙박업,03_11_01_P,4820000,CDFI2260032014000006,2014-07-25,,1,영업/정상,13,영업중,,,,,,,540-290,전라남도 순천시 대대동 38-21,전라남도 순천시 순천만길 582 (대대동),540-290,순천만 호박(好泊) 호스텔,2020-10-27 10:22,U,2020-10-29 2:40,,246509.0095,155030.3436,관광숙박업,,일반주거지역,2,주택가주변,,,숙박시설,2,,7,230,,,,,,,,,,229.65,,,,,,,,,,,,,230,호스텔업
1488,관광숙박업,03_11_01_P,4810000,CDFI2260032012000006,2012-05-13,,1,영업/정상,13,영업중,,,,,061-808-5000,,556-811,전라남도 여수시 소라면 죽림리 116번지,,,유캐슬 호텔,2019-05-16 11:14,U,2019-05-18 2:40,,258706.7388,139233.4109,관광숙박업,,자연녹지지역,6,,,,호텔,6,,72,20602,U CASTLE HOTEL,TOURISM BUSINESS,,,,,,,,20601.85,,,,,,,,,,,,,20602,관광호텔업
1489,관광숙박업,03_11_01_P,4810000,CDFI2260032012000007,2012-05-17,,1,영업/정상,13,영업중,,,,,,,555-809,전라남도 여수시 학동 200-16번지,전라남도 여수시 시청로 6 (학동),59676,베니키아호텔여수,2015-03-09 10:29,I,2018-08-31 23:59,,260270.5901,139976.815,관광숙박업,,일반상업지역,13,기타,,,숙박시설,13,,50,4476,,,,,,,,,,4475.57,,,,,,,,,,,,,4476,관광호텔업
1490,관광숙박업,03_11_01_P,4810000,CDFI2260032002000001,2002-07-16,,1,영업/정상,13,영업중,,,,,061-662-3131,,550-020,전라남도 여수시 공화동 766번지,전라남도 여수시 오동도로 20 (공화동),,호텔마띠유여수,2019-02-27 15:18,U,2019-03-01 2:40,,268133.2579,138770.1998,관광숙박업,관광사업,일반주거지역,4,기타,,,호텔,4,1,45,3839,YEOSU TOURIST HOTEL,TOURIST HOTEL,,,,,,,,3838.71,,,,,,,,,,,,,3839,관광호텔업
